"X";"Y";"lag"
-0.07698;-0.01249;52
-0.08154;0.04717;52
-0.10276;0.00572;52
-0.07105;0.0793;52
-0.08033;0.08815;52
-0.03058;0.11819;52
-0.02599;0.12187;52
-0.09377;-0.08252;52
-0.12814;-0.08881;52
-0.04437;0.15578;52
-0.14732;-0.07988;52
-0.13749;-0.10711;52
-0.01412;0.18143;52
-0.04033;0.21125;52
0.07059;0.26879;52
-0.21464;0.2373;52
-0.08295;0.41391;52
0.10087;0.43326;52
0.41457;0.37039;52
0.38109;0.44394;52
0.25087;-0.53218;52
0.54397;-0.24371;52
0.60776;0.05657;52
-0.60499;0.17973;52
-0.33098;-0.54825;52
-0.15597;0.62972;52
0.30757;0.64254;52
-0.0121;0.73463;52
-0.13881;-0.75717;52
-0.26516;-0.72741;52
0.20358;-0.79119;52
-0.77625;-0.44808;52
-0.71273;-0.54738;52
-0.49855;0.76839;52
0.74948;0.56215;52
-0.86341;-0.38828;52
0.03017;0.03075;53
0.12572;0.05587;53
-0.13986;-0.09301;53
0.12254;-0.24562;53
-0.26225;0.19032;53
0.06323;0.4958;53
0.2052;0.48813;53
0.52651;-0.05378;53
0.38464;0.4883;53
-0.47898;-0.49244;53
0.13971;0.69045;53
-0.27049;-0.66089;53
-0.53354;0.51452;53
-0.7465;0.00387;53
-0.66199;0.36359;53
0.06693;0.78238;53
0.36762;0.722;53
0.40755;0.7018;53
0.8237;-0.16601;53
-0.67039;0.52972;53
0.82638;-0.28473;53
0.42954;-0.76113;53
-0.10768;0.8721;53
0.53637;0.71571;53
0.19314;0.91471;53
-0.23912;0.91186;53
0.93887;0.16036;53
0.01859;-0.13219;54
0.0449;0.41287;54
0.27102;0.33367;54
0.12147;-0.45753;54
-0.26801;0.3951;54
0.50808;-0.11065;54
-0.04963;-0.52297;54
0.19152;0.49902;54
0.10752;0.53712;54
-0.45329;0.33676;54
0.55643;-0.17908;54
-0.44883;-0.38297;54
-0.15882;-0.58497;54
-0.05271;-0.60794;54
-0.29045;-0.54838;54
0.07437;0.70982;54
0.02653;-0.71718;54
-0.29093;-0.68697;54
0.73807;-0.14198;54
-0.29274;-0.69311;54
-0.29937;-0.69281;54
0.62322;-0.4341;54
-0.7114;-0.28913;54
-0.36626;0.68033;54
-0.13726;-0.77239;54
0.78797;-0.24459;54
-0.83213;0.10522;54
-0.33635;0.83724;54
-0.86499;-0.32955;54
-0.86608;-0.33207;54
0.29586;-0.92217;54
-0.22683;0.18561;55
-0.28759;-0.05305;55
-0.1439;0.30848;55
-0.12892;0.34693;55
0.05162;-0.40034;55
0.33444;0.23574;55
-0.25554;0.3305;55
-0.3404;0.27772;55
-0.50589;0.2531;55
-0.54966;0.16378;55
0.64364;0.19349;55
0.64287;0.19838;55
0.36178;0.63688;55
-0.75619;-0.18058;55
0.60926;-0.50681;55
-0.22632;-0.78544;55
-0.22452;-0.78626;55
-0.22653;-0.78815;55
-0.78151;-0.34691;55
-0.08956;-0.88244;55
0.63675;-0.64682;55
-0.2408;0.92403;55
-0.5713;0.77546;55
-0.06408;-0.08329;56
-0.17881;0.03692;56
-0.15733;0.12918;56
-0.30776;-0.47093;56
0.06867;0.58192;56
-0.36694;-0.46044;56
-0.03436;-0.62653;56
-0.66101;0.10987;56
0.49901;-0.46453;56
0.51227;-0.46277;56
0.50934;-0.49108;56
0.49738;-0.51819;56
0.56571;-0.46922;56
0.52811;-0.5162;56
-0.69237;0.32567;56
-0.48071;-0.59943;56
0.45993;-0.61982;56
-0.63528;-0.45364;56
-0.58237;-0.52103;56
0.54183;-0.63446;56
-0.32504;-0.82204;56
0.44808;-0.80199;56
-0.75872;-0.57648;56
0.25007;-0.91976;56
0.08597;0.05318;57
-0.07377;-0.20977;57
0.17273;0.18774;57
-0.29035;0.31348;57
-0.06151;-0.52002;57
-0.5697;-0.02877;57
0.33293;0.46978;57
0.3687;0.51775;57
0.5913;0.28893;57
-0.27775;-0.62842;57
0.70404;0.10089;57
0.76527;0.17038;57
-0.07202;-0.79821;57
-0.44445;0.67363;57
0.60374;0.53976;57
0.78881;0.22637;57
-0.81558;0.11251;57
-0.0786;-0.85908;57
0.17696;-0.87371;57
0.37608;0.8132;57
-0.80784;0.43821;57
0.18088;-0.90817;57
0.18384;-0.90737;57
-0.84746;0.39022;57
0.59563;-0.73204;57
-0.36211;-0.87409;57
0.09336;0.22838;58
0.04336;0.25108;58
0.24384;-0.10739;58
0.2684;-0.00483;58
0.2705;0.00145;58
0.2709;-0.00567;58
0.27291;-0.00016;58
-0.337;-0.07796;58
-0.23168;0.31029;58
0.34891;-0.18094;58
-0.44791;0.14405;58
-0.21543;-0.48547;58
0.58856;-0.09276;58
0.40941;-0.43469;58
0.69431;0.0813;58
0.63;-0.39666;58
0.57824;0.50411;58
0.74913;-0.34628;58
0.80273;0.26448;58
0.26669;-0.80348;58
0.46658;-0.71193;58
-0.11701;-0.85228;58
0.87038;-0.20033;58
-0.39461;-0.80118;58
0.3621;0.82913;58
-0.24826;-0.91466;58
-0.24495;-0.91584;58
0.88808;-0.35949;58
-0.80249;0.53434;58
0.28426;-0.11135;59
0.04601;0.42502;59
0.05365;0.4253;59
0.44549;0.02891;59
0.51666;0.15083;59
0.59691;-0.08658;59
-0.40148;-0.48749;59
-0.02991;-0.69233;59
-0.47392;-0.50817;59
-0.47504;-0.50811;59
-0.47239;-0.51074;59
-0.53839;-0.48059;59
0.65171;-0.33734;59
0.7395;0.15309;59
-0.06426;-0.78282;59
-0.13361;-0.7995;59
-0.43448;0.68979;59
-0.1907;-0.80223;59
0.85091;-0.25528;59
0.01944;-0.89522;59
0.1867;-0.88281;59
0.18354;-0.88535;59
0.91893;-0.2427;59
0.90889;-0.28789;59
-0.09537;-0.17998;60
0.30696;-0.12114;60
0.08328;0.33181;60
-0.1691;-0.36468;60
0.25864;-0.43747;60
-0.56943;-0.16153;60
-0.27419;-0.54442;60
0.31288;0.53099;60
-0.66309;-0.07495;60
-0.09484;-0.81029;60
-0.51295;0.7466;60
0.19037;0.12538;61
0.16054;0.34461;61
-0.00478;0.41983;61
0.42837;-0.0185;61
0.00509;-0.43086;61
0.53335;-0.1898;61
0.31362;0.47859;61
0.1689;-0.55596;61
0.31179;0.52296;61
0.59547;-0.22934;61
0.60116;-0.22132;61
0.55994;-0.3705;61
-0.81558;-0.05895;61
0.11245;-0.83476;61
0.31167;0.79844;61
-0.06299;-0.87691;61
-0.1003;-0.89865;61
-0.20181;-0.88448;61
0.8837;-0.27419;61
-0.88671;-0.30668;61
0.50154;0.79981;61
-0.33981;-0.88133;61
